Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Review,Positive,Neutral,Negative,Compound,Sentiment
ID3655,Diane,2021-03-05,12:47:31,Streaming,Y,Y,112.0,00:01:47,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3656,Stewart,2021-03-05,12:47:31,Technical Support,Y,Y,75.0,00:03:23,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3657,Becky,2021-03-05,12:50:24,Payment related,Y,Y,34.0,00:01:53,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3658,Jim,2021-03-05,12:50:24,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3659,Stewart,2021-03-05,13:26:24,Payment related,Y,Y,111.0,00:05:30,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3660,Martha,2021-03-05,13:26:24,Streaming,Y,Y,81.0,00:02:55,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3661,Joe,2021-03-05,13:42:14,Technical Support,Y,Y,16.0,00:02:38,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3662,Dan,2021-03-05,13:42:14,Payment related,Y,Y,75.0,00:03:13,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3663,Becky,2021-03-05,14:13:55,Streaming,Y,Y,11.0,00:06:48,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3664,Dan,2021-03-05,14:13:55,Payment related,Y,Y,65.0,00:04:44,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3665,Stewart,2021-03-05,14:22:34,Contract related,Y,Y,36.0,00:04:14,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3666,Jim,2021-03-05,14:22:34,Payment related,Y,Y,28.0,00:03:37,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3667,Jim,2021-03-05,15:15:50,Admin Support,Y,Y,34.0,00:04:24,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3668,Becky,2021-03-05,15:15:50,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3669,Becky,2021-03-05,15:51:50,Streaming,Y,Y,105.0,00:03:30,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3670,Stewart,2021-03-05,15:51:50,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3671,Stewart,2021-03-05,15:54:43,Contract related,Y,Y,23.0,00:01:18,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3672,Stewart,2021-03-05,15:54:43,Streaming,Y,N,74.0,00:03:31,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3673,Stewart,2021-03-05,16:10:34,Contract related,Y,Y,19.0,00:05:04,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3674,Diane,2021-03-05,16:10:34,Streaming,Y,Y,102.0,00:04:01,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3675,Joe,2021-03-05,16:13:26,Streaming,Y,N,16.0,00:04:06,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3676,Joe,2021-03-05,16:13:26,Contract related,Y,Y,56.0,00:01:11,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3677,Joe,2021-03-05,16:16:19,Streaming,Y,Y,22.0,00:03:50,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3678,Joe,2021-03-05,16:16:19,Technical Support,Y,Y,68.0,00:04:30,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3679,Martha,2021-03-05,16:20:38,Technical Support,Y,Y,103.0,00:05:40,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3680,Joe,2021-03-05,16:20:38,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3681,Stewart,2021-03-05,16:20:38,Technical Support,Y,Y,74.0,00:04:22,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3682,Stewart,2021-03-05,16:20:38,Admin Support,Y,Y,72.0,00:03:13,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3683,Diane,2021-03-05,16:23:31,Streaming,Y,Y,44.0,00:04:44,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3684,Joe,2021-03-05,16:23:31,Contract related,Y,Y,118.0,00:03:43,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3685,Dan,2021-03-05,17:31:12,Payment related,Y,N,102.0,00:02:09,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3686,Greg,2021-03-05,17:31:12,Technical Support,Y,Y,116.0,00:05:30,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3687,Jim,2021-03-05,17:34:05,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3688,Jim,2021-03-05,17:34:05,Contract related,Y,N,116.0,00:03:20,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3689,Becky,2021-03-05,17:52:48,Admin Support,Y,Y,29.0,00:03:17,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3690,Stewart,2021-03-05,17:52:48,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3691,Martha,2021-03-06,09:00:00,Technical Support,Y,Y,73.0,00:01:20,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3692,Stewart,2021-03-06,09:00:00,Payment related,Y,Y,85.0,00:02:15,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3693,Diane,2021-03-06,09:51:50,Admin Support,Y,Y,22.0,00:05:01,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3694,Jim,2021-03-06,09:51:50,Contract related,Y,Y,29.0,00:01:21,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3695,Becky,2021-03-06,10:00:29,Contract related,Y,Y,56.0,00:02:27,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3696,Martha,2021-03-06,10:00:29,Admin Support,Y,Y,93.0,00:05:48,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3697,Greg,2021-03-06,10:17:46,Streaming,Y,Y,85.0,00:06:04,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3698,Martha,2021-03-06,10:17:46,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3699,Greg,2021-03-06,10:17:46,Streaming,Y,Y,69.0,00:02:43,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3700,Becky,2021-03-06,10:17:46,Contract related,Y,Y,66.0,00:03:27,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3701,Joe,2021-03-06,10:40:48,Payment related,Y,Y,117.0,00:06:36,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3702,Dan,2021-03-06,10:40:48,Payment related,Y,Y,71.0,00:03:12,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3703,Martha,2021-03-06,10:45:07,Admin Support,Y,Y,23.0,00:05:05,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3704,Joe,2021-03-06,10:45:07,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3705,Dan,2021-03-06,11:02:24,Technical Support,Y,Y,116.0,00:00:52,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3706,Jim,2021-03-06,11:02:24,Contract related,Y,Y,52.0,00:06:46,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3707,Martha,2021-03-06,11:21:07,Admin Support,Y,Y,106.0,00:01:52,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3708,Joe,2021-03-06,11:21:07,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3709,Martha,2021-03-06,11:25:26,Admin Support,Y,Y,48.0,00:03:21,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3710,Dan,2021-03-06,11:25:26,Payment related,Y,Y,93.0,00:06:38,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3711,Martha,2021-03-06,11:28:19,Payment related,Y,Y,106.0,00:00:54,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3712,Joe,2021-03-06,11:28:19,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3713,Becky,2021-03-06,12:07:12,Admin Support,Y,Y,33.0,00:04:52,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3714,Joe,2021-03-06,12:07:12,Admin Support,Y,Y,18.0,00:02:30,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3715,Joe,2021-03-06,12:18:43,Technical Support,Y,Y,118.0,00:05:36,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3716,Martha,2021-03-06,12:18:43,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3717,Stewart,2021-03-06,12:46:05,Admin Support,Y,Y,55.0,00:03:31,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3718,Greg,2021-03-06,12:46:05,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3719,Jim,2021-03-06,13:22:05,Admin Support,Y,Y,35.0,00:03:42,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3720,Joe,2021-03-06,13:22:05,Streaming,Y,Y,10.0,00:04:22,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3721,Jim,2021-03-06,13:32:10,Contract related,Y,Y,114.0,00:03:16,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3722,Jim,2021-03-06,13:32:10,Streaming,Y,Y,85.0,00:02:01,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3723,Greg,2021-03-06,13:42:14,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3724,Becky,2021-03-06,13:42:14,Admin Support,Y,Y,84.0,00:06:06,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3725,Jim,2021-03-06,13:46:34,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3726,Greg,2021-03-06,13:46:34,Streaming,Y,Y,73.0,00:02:12,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3727,Becky,2021-03-06,13:49:26,Admin Support,Y,Y,22.0,00:04:45,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3728,Diane,2021-03-06,13:49:26,Admin Support,Y,Y,102.0,00:03:29,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3729,Diane,2021-03-06,14:25:26,Streaming,Y,Y,14.0,00:03:19,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3730,Greg,2021-03-06,14:25:26,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3731,Becky,2021-03-06,14:28:19,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3732,Jim,2021-03-06,14:28:19,Payment related,Y,Y,66.0,00:03:10,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3733,Becky,2021-03-06,16:10:34,Contract related,Y,Y,57.0,00:03:23,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3734,Dan,2021-03-06,16:10:34,Payment related,Y,Y,40.0,00:05:17,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3735,Jim,2021-03-06,16:27:50,Contract related,Y,Y,90.0,00:02:48,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3736,Diane,2021-03-06,16:27:50,Technical Support,Y,Y,74.0,00:01:24,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3737,Diane,2021-03-06,16:32:10,Streaming,Y,Y,65.0,00:06:29,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3738,Jim,2021-03-06,16:32:10,Payment related,Y,Y,125.0,00:00:42,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3739,Diane,2021-03-06,16:35:02,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3740,Dan,2021-03-06,16:35:02,Technical Support,Y,N,71.0,00:06:02,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3741,Stewart,2021-03-06,16:40:48,Contract related,Y,Y,37.0,00:02:01,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3742,Greg,2021-03-06,16:40:48,Technical Support,Y,Y,119.0,00:06:19,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3743,Martha,2021-03-06,16:49:26,Admin Support,Y,Y,22.0,00:01:23,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3744,Dan,2021-03-06,16:49:26,Technical Support,Y,Y,76.0,00:01:12,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3745,Greg,2021-03-06,17:15:22,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3746,Martha,2021-03-06,17:15:22,Streaming,Y,N,125.0,00:04:56,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3747,Diane,2021-03-06,17:18:14,Payment related,Y,N,34.0,00:03:53,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3748,Diane,2021-03-06,17:18:14,Admin Support,Y,Y,121.0,00:06:28,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3749,Diane,2021-03-06,17:22:34,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3750,Greg,2021-03-06,17:22:34,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3751,Martha,2021-03-06,17:22:34,Streaming,Y,Y,17.0,00:02:02,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3752,Dan,2021-03-06,17:22:34,Contract related,Y,Y,65.0,00:05:23,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3753,Stewart,2021-03-07,09:59:02,Technical Support,Y,Y,65.0,00:04:27,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3754,Jim,2021-03-07,09:59:02,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3755,Martha,2021-03-07,10:01:55,Payment related,Y,Y,96.0,00:06:46,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3756,Diane,2021-03-07,10:01:55,Contract related,Y,Y,23.0,00:06:54,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3757,Martha,2021-03-07,10:58:05,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3758,Joe,2021-03-07,10:58:05,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3759,Jim,2021-03-07,12:01:26,Payment related,Y,Y,105.0,00:02:00,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3760,Dan,2021-03-07,12:01:26,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3761,Jim,2021-03-07,12:07:12,Streaming,Y,Y,42.0,00:01:56,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3762,Jim,2021-03-07,12:07:12,Admin Support,Y,Y,79.0,00:02:07,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3763,Diane,2021-03-07,12:21:36,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3764,Martha,2021-03-07,12:21:36,Payment related,Y,Y,35.0,00:01:02,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3765,Martha,2021-03-07,12:33:07,Payment related,Y,Y,70.0,00:06:44,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3766,Becky,2021-03-07,12:33:07,Admin Support,Y,Y,104.0,00:06:28,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3767,Greg,2021-03-07,13:06:14,Admin Support,Y,Y,103.0,00:02:11,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3768,Greg,2021-03-07,13:06:14,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3769,Becky,2021-03-07,13:20:38,Payment related,Y,Y,22.0,00:06:19,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3770,Stewart,2021-03-07,13:20:38,Contract related,Y,Y,48.0,00:05:50,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3771,Becky,2021-03-07,13:40:48,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3772,Stewart,2021-03-07,13:40:48,Technical Support,Y,Y,12.0,00:02:32,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3773,Joe,2021-03-07,13:46:34,Technical Support,Y,Y,16.0,00:04:36,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3774,Joe,2021-03-07,13:46:34,Contract related,Y,Y,116.0,00:04:01,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3775,Greg,2021-03-07,13:52:19,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3776,Greg,2021-03-07,13:52:19,Admin Support,Y,Y,25.0,00:02:23,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3777,Greg,2021-03-07,13:53:46,Admin Support,Y,Y,30.0,00:04:35,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3778,Joe,2021-03-07,13:53:46,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3779,Jim,2021-03-07,14:35:31,Technical Support,Y,Y,29.0,00:03:55,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3780,Jim,2021-03-07,14:35:31,Payment related,Y,Y,23.0,00:03:16,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3781,Stewart,2021-03-07,14:42:43,Contract related,Y,Y,11.0,00:05:10,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3782,Martha,2021-03-07,14:42:43,Contract related,Y,Y,114.0,00:02:36,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3783,Jim,2021-03-07,15:25:55,Streaming,Y,Y,27.0,00:00:53,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3784,Dan,2021-03-07,15:25:55,Streaming,Y,Y,64.0,00:03:27,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3785,Becky,2021-03-07,15:30:14,Admin Support,Y,Y,59.0,00:03:40,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3786,Martha,2021-03-07,15:30:14,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3787,Joe,2021-03-07,15:36:00,Payment related,Y,Y,10.0,00:03:26,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3788,Martha,2021-03-07,15:36:00,Admin Support,Y,Y,84.0,00:01:40,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3789,Diane,2021-03-07,15:59:02,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3790,Jim,2021-03-07,15:59:02,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3791,Dan,2021-03-07,16:24:58,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3792,Greg,2021-03-07,16:24:58,Admin Support,Y,N,56.0,00:01:07,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3793,Diane,2021-03-07,16:43:41,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3794,Jim,2021-03-07,16:43:41,Payment related,Y,Y,119.0,00:06:29,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3795,Diane,2021-03-07,16:46:34,Streaming,Y,Y,19.0,00:02:23,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3796,Jim,2021-03-07,16:46:34,Contract related,Y,Y,96.0,00:05:21,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3797,Joe,2021-03-07,16:58:05,Admin Support,Y,Y,13.0,00:01:37,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3798,Becky,2021-03-07,16:58:05,Admin Support,Y,N,22.0,00:05:49,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3799,Stewart,2021-03-07,17:15:22,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3800,Dan,2021-03-07,17:15:22,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3801,Dan,2021-03-08,09:07:12,Admin Support,Y,Y,43.0,00:03:24,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3802,Martha,2021-03-08,09:07:12,Contract related,Y,Y,39.0,00:03:59,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3803,Diane,2021-03-08,09:57:36,Technical Support,Y,Y,26.0,00:01:39,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3804,Becky,2021-03-08,09:57:36,Streaming,Y,Y,27.0,00:04:14,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3805,Diane,2021-03-08,10:24:58,Payment related,Y,Y,72.0,00:07:00,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3806,Dan,2021-03-08,10:24:58,Contract related,Y,Y,77.0,00:00:31,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3807,Martha,2021-03-08,10:29:17,Admin Support,Y,Y,119.0,00:00:51,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3808,Diane,2021-03-08,10:29:17,Contract related,Y,Y,30.0,00:01:53,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3809,Becky,2021-03-08,10:36:29,Payment related,Y,Y,112.0,00:03:46,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3810,Jim,2021-03-08,10:36:29,Admin Support,Y,Y,34.0,00:05:17,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
